Train for 937 steps, validate for 117 steps
188/937 [=====>........................] - ETA: 10:58 - loss: 1.7427e-05 - accuracy: 1.0000For batch 188, loss is  0.0000.
189/937 [=====>........................] - ETA: 10:57 - loss: 1.7451e-05 - accuracy: 1.0000For batch 189, loss is  0.0000.
190/937 [=====>........................] - ETA: 10:56 - loss: 1.7432e-05 - accuracy: 1.0000For batch 190, loss is  0.0000.
191/937 [=====>........................] - ETA: 10:55 - loss: 1.7434e-05 - accuracy: 1.0000For batch 191, loss is  0.0000.
192/937 [=====>........................] - ETA: 10:54 - loss: 1.7384e-05 - accuracy: 1.0000For batch 192, loss is  0.0000.
193/937 [=====>........................] - ETA: 10:53 - loss: 1.7374e-05 - accuracy: 1.0000For batch 193, loss is  0.0000.
194/937 [=====>........................] - ETA: 10:52 - loss: 1.7376e-05 - accuracy: 1.0000For batch 194, loss is  0.0000.
195/937 [=====>........................] - ETA: 10:51 - loss: 1.7346e-05 - accuracy: 1.0000For batch 195, loss is  0.0000.
196/937 [=====>........................] - ETA: 10:51 - loss: 1.7337e-05 - accuracy: 1.0000For batch 196, loss is  0.0000.
197/937 [=====>........................] - ETA: 10:50 - loss: 1.7414e-05 - accuracy: 1.0000For batch 197, loss is  0.0000.
198/937 [=====>........................] - ETA: 10:49 - loss: 1.7452e-05 - accuracy: 1.0000For batch 198, loss is  0.0000.
199/937 [=====>........................] - ETA: 10:48 - loss: 1.7407e-05 - accuracy: 1.0000For batch 199, loss is  0.0000.
200/937 [=====>........................] - ETA: 10:47 - loss: 1.7378e-05 - accuracy: 1.0000For batch 200, loss is  0.0000.
201/937 [=====>........................] - ETA: 10:46 - loss: 1.7327e-05 - accuracy: 1.0000For batch 201, loss is  0.0000.
202/937 [=====>........................] - ETA: 10:45 - loss: 1.7299e-05 - accuracy: 1.0000For batch 202, loss is  0.0000.
203/937 [=====>........................] - ETA: 10:44 - loss: 1.7257e-05 - accuracy: 1.0000For batch 203, loss is  0.0000.
204/937 [=====>........................] - ETA: 10:44 - loss: 1.7218e-05 - accuracy: 1.0000For batch 204, loss is  0.0000.
205/937 [=====>........................] - ETA: 10:43 - loss: 1.7210e-05 - accuracy: 1.0000For batch 205, loss is  0.0000.
206/937 [=====>........................] - ETA: 10:42 - loss: 1.7151e-05 - accuracy: 1.0000For batch 206, loss is  0.0000.
207/937 [=====>........................] - ETA: 10:41 - loss: 1.7099e-05 - accuracy: 1.0000For batch 207, loss is  0.0000.
208/937 [=====>........................] - ETA: 10:40 - loss: 1.7077e-05 - accuracy: 1.0000For batch 208, loss is  0.0000.
209/937 [=====>........................] - ETA: 10:39 - loss: 1.7118e-05 - accuracy: 1.0000For batch 209, loss is  0.0001.
210/937 [=====>........................] - ETA: 10:38 - loss: 1.7384e-05 - accuracy: 1.0000For batch 210, loss is  0.0000.
211/937 [=====>........................] - ETA: 10:37 - loss: 1.7417e-05 - accuracy: 1.0000For batch 211, loss is  0.0000.
212/937 [=====>........................] - ETA: 10:36 - loss: 1.7387e-05 - accuracy: 1.0000For batch 212, loss is  0.0000.
213/937 [=====>........................] - ETA: 10:36 - loss: 1.7392e-05 - accuracy: 1.0000For batch 213, loss is  0.0000.
214/937 [=====>........................] - ETA: 10:35 - loss: 1.7343e-05 - accuracy: 1.0000For batch 214, loss is  0.0000.
215/937 [=====>........................] - ETA: 10:34 - loss: 1.7304e-05 - accuracy: 1.0000For batch 215, loss is  0.0000.
216/937 [=====>........................] - ETA: 10:33 - loss: 1.7280e-05 - accuracy: 1.0000For batch 216, loss is  0.0000.
217/937 [=====>........................] - ETA: 10:32 - loss: 1.7238e-05 - accuracy: 1.0000For batch 217, loss is  0.0000.
218/937 [=====>........................] - ETA: 10:31 - loss: 1.7207e-05 - accuracy: 1.0000For batch 218, loss is  0.0000.
219/937 [======>.......................] - ETA: 10:30 - loss: 1.7193e-05 - accuracy: 1.0000For batch 219, loss is  0.0000.
220/937 [======>.......................] - ETA: 10:29 - loss: 1.7243e-05 - accuracy: 1.0000For batch 220, loss is  0.0000.
221/937 [======>.......................] - ETA: 10:29 - loss: 1.7199e-05 - accuracy: 1.0000For batch 221, loss is  0.0000.
222/937 [======>.......................] - ETA: 10:28 - loss: 1.7205e-05 - accuracy: 1.0000For batch 222, loss is  0.0000.
223/937 [======>.......................] - ETA: 10:27 - loss: 1.7215e-05 - accuracy: 1.0000For batch 223, loss is  0.0000.
224/937 [======>.......................] - ETA: 10:26 - loss: 1.7343e-05 - accuracy: 1.0000For batch 224, loss is  0.0000.
225/937 [======>.......................] - ETA: 10:25 - loss: 1.7320e-05 - accuracy: 1.0000For batch 225, loss is  0.0000.
226/937 [======>.......................] - ETA: 10:24 - loss: 1.7334e-05 - accuracy: 1.0000For batch 226, loss is  0.0000.
227/937 [======>.......................] - ETA: 10:23 - loss: 1.7465e-05 - accuracy: 1.0000For batch 227, loss is  0.0000.
228/937 [======>.......................] - ETA: 10:22 - loss: 1.7513e-05 - accuracy: 1.0000For batch 228, loss is  0.0000.
229/937 [======>.......................] - ETA: 10:21 - loss: 1.7517e-05 - accuracy: 1.0000For batch 229, loss is  0.0000.
230/937 [======>.......................] - ETA: 10:21 - loss: 1.7486e-05 - accuracy: 1.0000For batch 230, loss is  0.0000.
231/937 [======>.......................] - ETA: 10:20 - loss: 1.7584e-05 - accuracy: 1.0000For batch 231, loss is  0.0000.
232/937 [======>.......................] - ETA: 10:19 - loss: 1.7565e-05 - accuracy: 1.0000For batch 232, loss is  0.0000.
233/937 [======>.......................] - ETA: 10:18 - loss: 1.7532e-05 - accuracy: 1.0000For batch 233, loss is  0.0000.
234/937 [======>.......................] - ETA: 10:17 - loss: 1.7493e-05 - accuracy: 1.0000For batch 234, loss is  0.0000.
235/937 [======>.......................] - ETA: 10:16 - loss: 1.7479e-05 - accuracy: 1.0000For batch 235, loss is  0.0000.
236/937 [======>.......................] - ETA: 10:15 - loss: 1.7475e-05 - accuracy: 1.0000For batch 236, loss is  0.0000.
237/937 [======>.......................] - ETA: 10:14 - loss: 1.7423e-05 - accuracy: 1.0000For batch 237, loss is  0.0000.
238/937 [======>.......................] - ETA: 10:14 - loss: 1.7413e-05 - accuracy: 1.0000For batch 238, loss is  0.0000.
239/937 [======>.......................] - ETA: 10:13 - loss: 1.7391e-05 - accuracy: 1.0000For batch 239, loss is  0.0000.
240/937 [======>.......................] - ETA: 10:12 - loss: 1.7369e-05 - accuracy: 1.0000For batch 240, loss is  0.0000.
241/937 [======>.......................] - ETA: 10:11 - loss: 1.7414e-05 - accuracy: 1.0000For batch 241, loss is  0.0000.
242/937 [======>.......................] - ETA: 10:10 - loss: 1.7438e-05 - accuracy: 1.0000For batch 242, loss is  0.0000.
243/937 [======>.......................] - ETA: 10:09 - loss: 1.7465e-05 - accuracy: 1.0000For batch 243, loss is  0.0000.
244/937 [======>.......................] - ETA: 10:08 - loss: 1.7443e-05 - accuracy: 1.0000For batch 244, loss is  0.0000.
245/937 [======>.......................] - ETA: 10:07 - loss: 1.7421e-05 - accuracy: 1.0000For batch 245, loss is  0.0000.
246/937 [======>.......................] - ETA: 10:06 - loss: 1.7393e-05 - accuracy: 1.0000For batch 246, loss is  0.0000.
247/937 [======>.......................] - ETA: 10:06 - loss: 1.7466e-05 - accuracy: 1.0000For batch 247, loss is  0.0000.
248/937 [======>.......................] - ETA: 10:05 - loss: 1.7502e-05 - accuracy: 1.0000For batch 248, loss is  0.0000.
249/937 [======>.......................] - ETA: 10:04 - loss: 1.7482e-05 - accuracy: 1.0000For batch 249, loss is  0.0000.
250/937 [=======>......................] - ETA: 10:03 - loss: 1.7501e-05 - accuracy: 1.0000For batch 250, loss is  0.0000.
251/937 [=======>......................] - ETA: 10:02 - loss: 1.7492e-05 - accuracy: 1.0000For batch 251, loss is  0.0000.
252/937 [=======>......................] - ETA: 10:01 - loss: 1.7460e-05 - accuracy: 1.0000For batch 252, loss is  0.0000.
253/937 [=======>......................] - ETA: 10:00 - loss: 1.7511e-05 - accuracy: 1.0000For batch 253, loss is  0.0000.
254/937 [=======>......................] - ETA: 9:59 - loss: 1.7512e-05 - accuracy: 1.0000 For batch 254, loss is  0.0000.
255/937 [=======>......................] - ETA: 9:59 - loss: 1.7477e-05 - accuracy: 1.0000For batch 255, loss is  0.0000.
256/937 [=======>......................] - ETA: 9:58 - loss: 1.7454e-05 - accuracy: 1.0000For batch 256, loss is  0.0000.
257/937 [=======>......................] - ETA: 9:57 - loss: 1.7418e-05 - accuracy: 1.0000For batch 257, loss is  0.0000.
258/937 [=======>......................] - ETA: 9:56 - loss: 1.7393e-05 - accuracy: 1.0000For batch 258, loss is  0.0000.
259/937 [=======>......................] - ETA: 9:55 - loss: 1.7378e-05 - accuracy: 1.0000For batch 259, loss is  0.0000.
260/937 [=======>......................] - ETA: 9:54 - loss: 1.7403e-05 - accuracy: 1.0000For batch 260, loss is  0.0000.
261/937 [=======>......................] - ETA: 9:53 - loss: 1.7399e-05 - accuracy: 1.0000For batch 261, loss is  0.0000.
262/937 [=======>......................] - ETA: 9:52 - loss: 1.7365e-05 - accuracy: 1.0000For batch 262, loss is  0.0000.
263/937 [=======>......................] - ETA: 9:52 - loss: 1.7381e-05 - accuracy: 1.0000For batch 263, loss is  0.0000.
264/937 [=======>......................] - ETA: 9:51 - loss: 1.7352e-05 - accuracy: 1.0000For batch 264, loss is  0.0000.
265/937 [=======>......................] - ETA: 9:50 - loss: 1.7471e-05 - accuracy: 1.0000For batch 265, loss is  0.0000.
266/937 [=======>......................] - ETA: 9:49 - loss: 1.7528e-05 - accuracy: 1.0000For batch 266, loss is  0.0000.
267/937 [=======>......................] - ETA: 9:48 - loss: 1.7560e-05 - accuracy: 1.0000For batch 267, loss is  0.0000.
268/937 [=======>......................] - ETA: 9:47 - loss: 1.7662e-05 - accuracy: 1.0000For batch 268, loss is  0.0000.
269/937 [=======>......................] - ETA: 9:46 - loss: 1.7634e-05 - accuracy: 1.0000For batch 269, loss is  0.0000.
270/937 [=======>......................] - ETA: 9:45 - loss: 1.7632e-05 - accuracy: 1.0000For batch 270, loss is  0.0000.
271/937 [=======>......................] - ETA: 9:44 - loss: 1.7647e-05 - accuracy: 1.0000For batch 271, loss is  0.0000.
272/937 [=======>......................] - ETA: 9:44 - loss: 1.7628e-05 - accuracy: 1.0000For batch 272, loss is  0.0000.
273/937 [=======>......................] - ETA: 9:43 - loss: 1.7595e-05 - accuracy: 1.0000For batch 273, loss is  0.0000.
274/937 [=======>......................] - ETA: 9:42 - loss: 1.7567e-05 - accuracy: 1.0000For batch 274, loss is  0.0000.
275/937 [=======>......................] - ETA: 9:41 - loss: 1.7604e-05 - accuracy: 1.0000For batch 275, loss is  0.0000.
276/937 [=======>......................] - ETA: 9:40 - loss: 1.7600e-05 - accuracy: 1.0000For batch 276, loss is  0.0000.
277/937 [=======>......................] - ETA: 9:39 - loss: 1.7594e-05 - accuracy: 1.0000For batch 277, loss is  0.0000.
278/937 [=======>......................] - ETA: 9:38 - loss: 1.7567e-05 - accuracy: 1.0000For batch 278, loss is  0.0000.
279/937 [=======>......................] - ETA: 9:37 - loss: 1.7538e-05 - accuracy: 1.0000For batch 279, loss is  0.0000.
280/937 [=======>......................] - ETA: 9:37 - loss: 1.7538e-05 - accuracy: 1.0000For batch 280, loss is  0.0000.
281/937 [=======>......................] - ETA: 9:36 - loss: 1.7529e-05 - accuracy: 1.0000For batch 281, loss is  0.0000.
282/937 [========>.....................] - ETA: 9:35 - loss: 1.7534e-05 - accuracy: 1.0000For batch 282, loss is  0.0000.
283/937 [========>.....................] - ETA: 9:34 - loss: 1.7532e-05 - accuracy: 1.0000For batch 283, loss is  0.0000.
284/937 [========>.....................] - ETA: 9:33 - loss: 1.7501e-05 - accuracy: 1.0000For batch 284, loss is  0.0000.
285/937 [========>.....................] - ETA: 9:32 - loss: 1.7470e-05 - accuracy: 1.0000For batch 285, loss is  0.0000.
286/937 [========>.....................] - ETA: 9:31 - loss: 1.7493e-05 - accuracy: 1.0000For batch 286, loss is  0.0000.
287/937 [========>.....................] - ETA: 9:30 - loss: 1.7466e-05 - accuracy: 1.0000For batch 287, loss is  0.0000.
288/937 [========>.....................] - ETA: 9:30 - loss: 1.7458e-05 - accuracy: 1.0000For batch 288, loss is  0.0000.
289/937 [========>.....................] - ETA: 9:29 - loss: 1.7469e-05 - accuracy: 1.0000For batch 289, loss is  0.0000.
290/937 [========>.....................] - ETA: 9:28 - loss: 1.7437e-05 - accuracy: 1.0000For batch 290, loss is  0.0000.
291/937 [========>.....................] - ETA: 9:27 - loss: 1.7445e-05 - accuracy: 1.0000For batch 291, loss is  0.0000.
292/937 [========>.....................] - ETA: 9:26 - loss: 1.7425e-05 - accuracy: 1.0000For batch 292, loss is  0.0000.
293/937 [========>.....................] - ETA: 9:25 - loss: 1.7455e-05 - accuracy: 1.0000For batch 293, loss is  0.0000.
294/937 [========>.....................] - ETA: 9:24 - loss: 1.7482e-05 - accuracy: 1.0000For batch 294, loss is  0.0000.
295/937 [========>.....................] - ETA: 9:23 - loss: 1.7491e-05 - accuracy: 1.0000For batch 295, loss is  0.0000.
296/937 [========>.....................] - ETA: 9:22 - loss: 1.7489e-05 - accuracy: 1.0000For batch 296, loss is  0.0000.
297/937 [========>.....................] - ETA: 9:22 - loss: 1.7476e-05 - accuracy: 1.0000For batch 297, loss is  0.0000.
298/937 [========>.....................] - ETA: 9:21 - loss: 1.7465e-05 - accuracy: 1.0000For batch 298, loss is  0.0000.
299/937 [========>.....................] - ETA: 9:20 - loss: 1.7433e-05 - accuracy: 1.0000For batch 299, loss is  0.0000.
300/937 [========>.....................] - ETA: 9:19 - loss: 1.7486e-05 - accuracy: 1.0000For batch 300, loss is  0.0000.
301/937 [========>.....................] - ETA: 9:18 - loss: 1.7486e-05 - accuracy: 1.0000For batch 301, loss is  0.0000.
302/937 [========>.....................] - ETA: 9:17 - loss: 1.7454e-05 - accuracy: 1.0000For batch 302, loss is  0.0000.
303/937 [========>.....................] - ETA: 9:16 - loss: 1.7419e-05 - accuracy: 1.0000For batch 303, loss is  0.0000.
304/937 [========>.....................] - ETA: 9:15 - loss: 1.7388e-05 - accuracy: 1.0000For batch 304, loss is  0.0000.
305/937 [========>.....................] - ETA: 9:15 - loss: 1.7416e-05 - accuracy: 1.0000For batch 305, loss is  0.0000.
306/937 [========>.....................] - ETA: 9:14 - loss: 1.7416e-05 - accuracy: 1.0000For batch 306, loss is  0.0000.
307/937 [========>.....................] - ETA: 9:13 - loss: 1.7412e-05 - accuracy: 1.0000For batch 307, loss is  0.0000.
308/937 [========>.....................] - ETA: 9:12 - loss: 1.7398e-05 - accuracy: 1.0000For batch 308, loss is  0.0000.
309/937 [========>.....................] - ETA: 9:11 - loss: 1.7375e-05 - accuracy: 1.0000For batch 309, loss is  0.0000.
310/937 [========>.....................] - ETA: 9:10 - loss: 1.7385e-05 - accuracy: 1.0000For batch 310, loss is  0.0000.
311/937 [========>.....................] - ETA: 9:09 - loss: 1.7391e-05 - accuracy: 1.0000For batch 311, loss is  0.0000.
312/937 [========>.....................] - ETA: 9:08 - loss: 1.7370e-05 - accuracy: 1.0000For batch 312, loss is  0.0000.
313/937 [=========>....................] - ETA: 9:07 - loss: 1.7372e-05 - accuracy: 1.0000For batch 313, loss is  0.0000.
314/937 [=========>....................] - ETA: 9:07 - loss: 1.7395e-05 - accuracy: 1.0000For batch 314, loss is  0.0000.
315/937 [=========>....................] - ETA: 9:06 - loss: 1.7398e-05 - accuracy: 1.0000For batch 315, loss is  0.0000.
316/937 [=========>....................] - ETA: 9:05 - loss: 1.7385e-05 - accuracy: 1.0000For batch 316, loss is  0.0000.
317/937 [=========>....................] - ETA: 9:04 - loss: 1.7370e-05 - accuracy: 1.0000For batch 317, loss is  0.0000.
318/937 [=========>....................] - ETA: 9:03 - loss: 1.7428e-05 - accuracy: 1.0000For batch 318, loss is  0.0000.
319/937 [=========>....................] - ETA: 9:02 - loss: 1.7404e-05 - accuracy: 1.0000For batch 319, loss is  0.0000.
320/937 [=========>....................] - ETA: 9:01 - loss: 1.7384e-05 - accuracy: 1.0000For batch 320, loss is  0.0000.
321/937 [=========>....................] - ETA: 9:00 - loss: 1.7429e-05 - accuracy: 1.0000For batch 321, loss is  0.0000.
322/937 [=========>....................] - ETA: 9:00 - loss: 1.7419e-05 - accuracy: 1.0000For batch 322, loss is  0.0000.
323/937 [=========>....................] - ETA: 8:59 - loss: 1.7391e-05 - accuracy: 1.0000For batch 323, loss is  0.0000.
324/937 [=========>....................] - ETA: 8:58 - loss: 1.7389e-05 - accuracy: 1.0000For batch 324, loss is  0.0000.
325/937 [=========>....................] - ETA: 8:57 - loss: 1.7379e-05 - accuracy: 1.0000For batch 325, loss is  0.0000.
326/937 [=========>....................] - ETA: 8:56 - loss: 1.7383e-05 - accuracy: 1.0000For batch 326, loss is  0.0000.
327/937 [=========>....................] - ETA: 8:55 - loss: 1.7358e-05 - accuracy: 1.0000For batch 327, loss is  0.0000.
328/937 [=========>....................] - ETA: 8:54 - loss: 1.7369e-05 - accuracy: 1.0000For batch 328, loss is  0.0000.
329/937 [=========>....................] - ETA: 8:53 - loss: 1.7341e-05 - accuracy: 1.0000For batch 329, loss is  0.0000.
330/937 [=========>....................] - ETA: 8:53 - loss: 1.7354e-05 - accuracy: 1.0000For batch 330, loss is  0.0000.
331/937 [=========>....................] - ETA: 8:52 - loss: 1.7340e-05 - accuracy: 1.0000For batch 331, loss is  0.0000.
332/937 [=========>....................] - ETA: 8:51 - loss: 1.7311e-05 - accuracy: 1.0000For batch 332, loss is  0.0000.
333/937 [=========>....................] - ETA: 8:50 - loss: 1.7327e-05 - accuracy: 1.0000For batch 333, loss is  0.0000.
334/937 [=========>....................] - ETA: 8:49 - loss: 1.7301e-05 - accuracy: 1.0000For batch 334, loss is  0.0000.
335/937 [=========>....................] - ETA: 8:48 - loss: 1.7295e-05 - accuracy: 1.0000For batch 335, loss is  0.0000.
336/937 [=========>....................] - ETA: 8:47 - loss: 1.7290e-05 - accuracy: 1.0000For batch 336, loss is  0.0000.
337/937 [=========>....................] - ETA: 8:46 - loss: 1.7293e-05 - accuracy: 1.0000For batch 337, loss is  0.0000.
338/937 [=========>....................] - ETA: 8:45 - loss: 1.7281e-05 - accuracy: 1.0000For batch 338, loss is  0.0000.
339/937 [=========>....................] - ETA: 8:45 - loss: 1.7288e-05 - accuracy: 1.0000For batch 339, loss is  0.0000.
340/937 [=========>....................] - ETA: 8:44 - loss: 1.7346e-05 - accuracy: 1.0000For batch 340, loss is  0.0000.
341/937 [=========>....................] - ETA: 8:43 - loss: 1.7356e-05 - accuracy: 1.0000For batch 341, loss is  0.0000.
342/937 [=========>....................] - ETA: 8:42 - loss: 1.7330e-05 - accuracy: 1.0000For batch 342, loss is  0.0000.
343/937 [=========>....................] - ETA: 8:41 - loss: 1.7312e-05 - accuracy: 1.0000For batch 343, loss is  0.0000.
344/937 [==========>...................] - ETA: 8:40 - loss: 1.7304e-05 - accuracy: 1.0000For batch 344, loss is  0.0000.
345/937 [==========>...................] - ETA: 8:39 - loss: 1.7292e-05 - accuracy: 1.0000For batch 345, loss is  0.0000.
346/937 [==========>...................] - ETA: 8:38 - loss: 1.7271e-05 - accuracy: 1.0000For batch 346, loss is  0.0000.
347/937 [==========>...................] - ETA: 8:38 - loss: 1.7256e-05 - accuracy: 1.0000For batch 347, loss is  0.0000.
348/937 [==========>...................] - ETA: 8:37 - loss: 1.7243e-05 - accuracy: 1.0000For batch 348, loss is  0.0000.
349/937 [==========>...................] - ETA: 8:36 - loss: 1.7223e-05 - accuracy: 1.0000For batch 349, loss is  0.0000.
350/937 [==========>...................] - ETA: 8:35 - loss: 1.7199e-05 - accuracy: 1.0000For batch 350, loss is  0.0000.
351/937 [==========>...................] - ETA: 8:34 - loss: 1.7178e-05 - accuracy: 1.0000For batch 351, loss is  0.0000.
352/937 [==========>...................] - ETA: 8:33 - loss: 1.7150e-05 - accuracy: 1.0000For batch 352, loss is  0.0000.
353/937 [==========>...................] - ETA: 8:32 - loss: 1.7151e-05 - accuracy: 1.0000For batch 353, loss is  0.0000.
354/937 [==========>...................] - ETA: 8:31 - loss: 1.7137e-05 - accuracy: 1.0000For batch 354, loss is  0.0000.
355/937 [==========>...................] - ETA: 8:30 - loss: 1.7109e-05 - accuracy: 1.0000For batch 355, loss is  0.0000.
356/937 [==========>...................] - ETA: 8:30 - loss: 1.7121e-05 - accuracy: 1.0000For batch 356, loss is  0.0000.
357/937 [==========>...................] - ETA: 8:29 - loss: 1.7096e-05 - accuracy: 1.0000For batch 357, loss is  0.0000.
358/937 [==========>...................] - ETA: 8:28 - loss: 1.7114e-05 - accuracy: 1.0000For batch 358, loss is  0.0000.
359/937 [==========>...................] - ETA: 8:27 - loss: 1.7091e-05 - accuracy: 1.0000For batch 359, loss is  0.0000.
360/937 [==========>...................] - ETA: 8:26 - loss: 1.7086e-05 - accuracy: 1.0000For batch 360, loss is  0.0000.
361/937 [==========>...................] - ETA: 8:25 - loss: 1.7070e-05 - accuracy: 1.0000For batch 361, loss is  0.0000.
362/937 [==========>...................] - ETA: 8:24 - loss: 1.7043e-05 - accuracy: 1.0000For batch 362, loss is  0.0000.
363/937 [==========>...................] - ETA: 8:23 - loss: 1.7061e-05 - accuracy: 1.0000For batch 363, loss is  0.0000.
364/937 [==========>...................] - ETA: 8:23 - loss: 1.7076e-05 - accuracy: 1.0000For batch 364, loss is  0.0000.
365/937 [==========>...................] - ETA: 8:22 - loss: 1.7070e-05 - accuracy: 1.0000For batch 365, loss is  0.0000.
366/937 [==========>...................] - ETA: 8:21 - loss: 1.7041e-05 - accuracy: 1.0000For batch 366, loss is  0.0000.
367/937 [==========>...................] - ETA: 8:20 - loss: 1.7040e-05 - accuracy: 1.0000For batch 367, loss is  0.0000.
368/937 [==========>...................] - ETA: 8:19 - loss: 1.7033e-05 - accuracy: 1.0000For batch 368, loss is  0.0000.
369/937 [==========>...................] - ETA: 8:18 - loss: 1.7016e-05 - accuracy: 1.0000For batch 369, loss is  0.0000.
370/937 [==========>...................] - ETA: 8:17 - loss: 1.7024e-05 - accuracy: 1.0000For batch 370, loss is  0.0000.
371/937 [==========>...................] - ETA: 8:16 - loss: 1.7033e-05 - accuracy: 1.0000For batch 371, loss is  0.0000.
372/937 [==========>...................] - ETA: 8:16 - loss: 1.7007e-05 - accuracy: 1.0000For batch 372, loss is  0.0000.
373/937 [==========>...................] - ETA: 8:15 - loss: 1.7002e-05 - accuracy: 1.0000For batch 373, loss is  0.0000.
374/937 [==========>...................] - ETA: 8:14 - loss: 1.6981e-05 - accuracy: 1.0000For batch 374, loss is  0.0000.
375/937 [===========>..................] - ETA: 8:13 - loss: 1.6991e-05 - accuracy: 1.0000For batch 375, loss is  0.0000.
376/937 [===========>..................] - ETA: 8:12 - loss: 1.6981e-05 - accuracy: 1.0000For batch 376, loss is  0.0000.
377/937 [===========>..................] - ETA: 8:11 - loss: 1.7036e-05 - accuracy: 1.0000For batch 377, loss is  0.0000.
378/937 [===========>..................] - ETA: 8:10 - loss: 1.7021e-05 - accuracy: 1.0000For batch 378, loss is  0.0000.
379/937 [===========>..................] - ETA: 8:09 - loss: 1.7004e-05 - accuracy: 1.0000For batch 379, loss is  0.0000.
380/937 [===========>..................] - ETA: 8:08 - loss: 1.6976e-05 - accuracy: 1.0000For batch 380, loss is  0.0000.
381/937 [===========>..................] - ETA: 8:08 - loss: 1.6953e-05 - accuracy: 1.0000For batch 381, loss is  0.0000.
382/937 [===========>..................] - ETA: 8:07 - loss: 1.6964e-05 - accuracy: 1.0000For batch 382, loss is  0.0000.
383/937 [===========>..................] - ETA: 8:06 - loss: 1.7003e-05 - accuracy: 1.0000For batch 383, loss is  0.0000.
384/937 [===========>..................] - ETA: 8:05 - loss: 1.6987e-05 - accuracy: 1.0000For batch 384, loss is  0.0000.
385/937 [===========>..................] - ETA: 8:04 - loss: 1.6985e-05 - accuracy: 1.0000For batch 385, loss is  0.0000.
386/937 [===========>..................] - ETA: 8:03 - loss: 1.6993e-05 - accuracy: 1.0000For batch 386, loss is  0.0000.
387/937 [===========>..................] - ETA: 8:02 - loss: 1.6971e-05 - accuracy: 1.0000For batch 387, loss is  0.0000.
388/937 [===========>..................] - ETA: 8:01 - loss: 1.6945e-05 - accuracy: 1.0000For batch 388, loss is  0.0000.
389/937 [===========>..................] - ETA: 8:01 - loss: 1.6918e-05 - accuracy: 1.0000For batch 389, loss is  0.0000.
390/937 [===========>..................] - ETA: 8:00 - loss: 1.6921e-05 - accuracy: 1.0000For batch 390, loss is  0.0000.
391/937 [===========>..................] - ETA: 7:59 - loss: 1.6923e-05 - accuracy: 1.0000For batch 391, loss is  0.0000.
392/937 [===========>..................] - ETA: 7:58 - loss: 1.6929e-05 - accuracy: 1.0000For batch 392, loss is  0.0000.
393/937 [===========>..................] - ETA: 7:57 - loss: 1.6931e-05 - accuracy: 1.0000For batch 393, loss is  0.0000.
394/937 [===========>..................] - ETA: 7:56 - loss: 1.6908e-05 - accuracy: 1.0000For batch 394, loss is  0.0000.
395/937 [===========>..................] - ETA: 7:55 - loss: 1.6966e-05 - accuracy: 1.0000For batch 395, loss is  0.0000.
396/937 [===========>..................] - ETA: 7:54 - loss: 1.6962e-05 - accuracy: 1.0000For batch 396, loss is  0.0000.
397/937 [===========>..................] - ETA: 7:54 - loss: 1.6944e-05 - accuracy: 1.0000For batch 397, loss is  0.0000.
398/937 [===========>..................] - ETA: 7:53 - loss: 1.6960e-05 - accuracy: 1.0000For batch 398, loss is  0.0000.
399/937 [===========>..................] - ETA: 7:52 - loss: 1.6956e-05 - accuracy: 1.0000For batch 399, loss is  0.0000.
400/937 [===========>..................] - ETA: 7:51 - loss: 1.6946e-05 - accuracy: 1.0000For batch 400, loss is  0.0000.
401/937 [===========>..................] - ETA: 7:50 - loss: 1.6925e-05 - accuracy: 1.0000For batch 401, loss is  0.0000.
402/937 [===========>..................] - ETA: 7:49 - loss: 1.6912e-05 - accuracy: 1.0000For batch 402, loss is  0.0000.
403/937 [===========>..................] - ETA: 7:48 - loss: 1.6888e-05 - accuracy: 1.0000For batch 403, loss is  0.0000.
404/937 [===========>..................] - ETA: 7:47 - loss: 1.6870e-05 - accuracy: 1.0000For batch 404, loss is  0.0000.
405/937 [===========>..................] - ETA: 7:46 - loss: 1.6861e-05 - accuracy: 1.0000For batch 405, loss is  0.0000.
406/937 [===========>..................] - ETA: 7:46 - loss: 1.6849e-05 - accuracy: 1.0000For batch 406, loss is  0.0000.
407/937 [============>.................] - ETA: 7:45 - loss: 1.6860e-05 - accuracy: 1.0000For batch 407, loss is  0.0000.
408/937 [============>.................] - ETA: 7:44 - loss: 1.6878e-05 - accuracy: 1.0000For batch 408, loss is  0.0000.
409/937 [============>.................] - ETA: 7:43 - loss: 1.6869e-05 - accuracy: 1.0000For batch 409, loss is  0.0000.
410/937 [============>.................] - ETA: 7:42 - loss: 1.6890e-05 - accuracy: 1.0000For batch 410, loss is  0.0000.
411/937 [============>.................] - ETA: 7:41 - loss: 1.6874e-05 - accuracy: 1.0000For batch 411, loss is  0.0000.
412/937 [============>.................] - ETA: 7:40 - loss: 1.6861e-05 - accuracy: 1.0000For batch 412, loss is  0.0000.
413/937 [============>.................] - ETA: 7:39 - loss: 1.6852e-05 - accuracy: 1.0000For batch 413, loss is  0.0000.
414/937 [============>.................] - ETA: 7:39 - loss: 1.6828e-05 - accuracy: 1.0000For batch 414, loss is  0.0000.
415/937 [============>.................] - ETA: 7:38 - loss: 1.6820e-05 - accuracy: 1.0000For batch 415, loss is  0.0000.
416/937 [============>.................] - ETA: 7:37 - loss: 1.6800e-05 - accuracy: 1.0000For batch 416, loss is  0.0000.
